token_text	predicates	gold predicates	arguments	gold arguments
Press	_	_	_	_
news	_	_	_	_
agency	_	_	ARG	_
.	_	_	_	_
She	_	_	ARG	_
had	PRED	PRED	_	_
to	_	_	_	_
hack	PRED	PRED	_	_
her	_	_	_	_
way	_	PRED	ARG	_
through	_	_	_	_
the	_	_	_	_
ceiling	_	_	_	_
of	_	_	_	_
her	_	_	_	_
beauty	_	_	_	_
shop	_	_	_	_
as	_	_	_	_
flood	_	_	_	_
waters	_	_	ARG	_
rose	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
city	_	_	_	_
of	_	_	_	_
half	_	_	_	_
a	_	_	_	_
million	_	_	_	_
people	_	_	_	_
-	_	_	_	_
much	_	_	ARG	_
of	_	_	_	_
which	_	_	_	_
lies	PRED	PRED	_	_
below	_	_	_	_
sea	_	_	_	_
level	_	_	_	_
.	_	_	_	_
Walls	_	_	ARG	ARG
keeping	_	PRED	_	_
water	_	_	ARG	ARG
out	_	_	_	_
of	_	_	_	_
the	_	_	_	_
bowl	_	_	_	_
-	_	_	_	_
shaped	_	_	_	_
city	_	_	_	ARG
have	PRED	PRED	_	_
been	PRED	PRED	_	_
breached	PRED	PRED	_	_
,	_	_	_	_
and	_	_	_	_
emergency	_	_	_	_
teams	_	_	ARG	_
are	PRED	PRED	_	_
using	_	PRED	_	_
helicopters	_	_	ARG	_
to	_	_	_	_
drop	PRED	PRED	_	_
1,350	_	_	_	_
kg	_	_	ARG	_
(	_	_	_	_
3,000	_	_	_	_
lb	_	_	_	_
)	_	_	_	_
sandbags	_	_	_	_
and	_	_	_	_
concrete	_	_	_	_
barriers	_	_	_	_
into	_	_	_	_
the	_	_	_	_
gaps	_	_	_	_
.	_	_	_	_
Before	_	_	_	_
the	_	_	_	_
phones	_	_	ARG	ARG
went	PRED	PRED	_	_
,	_	_	_	_
I	_	_	_	_
was	PRED	PRED	_	_
told	PRED	PRED	_	_
[	_	_	_	_
my	_	_	_	_
family	_	_	ARG	_
in	_	_	_	_
Biloxi	_	_	_	_
]	_	_	_	_
had	PRED	PRED	_	_
lost	PRED	PRED	_	_
their	_	_	_	_
roof	_	_	ARG	_
,	_	_	_	_
barn	_	_	_	_
,	_	_	_	_
2	_	_	_	_
oak	_	_	_	_
trees	_	_	_	_
and	_	_	_	_
many	_	_	_	_
pines	_	_	_	_
and	_	_	_	_
they	_	_	ARG	_
were	PRED	PRED	_	_
letting	_	PRED	_	_
in	_	_	_	_
water	_	_	_	_
New	_	_	_	_
Orleans	_	_	_	_
mayor	_	_	_	_
Ray	_	_	_	ARG
Nagin	_	_	ARG	_
said	PRED	PRED	_	_
up	_	_	_	_
to	_	_	_	_
80	_	_	_	_
%	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
city	_	_	_	_
was	PRED	PRED	_	_
submerged	PRED	PRED	_	ARG
,	_	_	_	_
in	_	_	_	_
some	_	_	_	_
cases	_	_	_	_
by	_	_	_	_
waters	_	_	ARG	_
6	_	_	_	_
m	_	_	_	_
(	_	_	_	_
20	_	_	_	_
ft	_	_	_	_
)	_	_	_	_
deep	_	_	_	_
.	_	_	_	_
He	_	_	ARG	ARG
warned	PRED	PRED	_	_
water	_	_	_	_
levels	_	_	ARG	_
could	_	_	_	_
still	_	_	_	_
rise	PRED	PRED	_	ARG
.	_	_	_	_
|	|	_	_	_	_
Some	_	_	_	_
sections	_	_	ARG	ARG
of	_	_	_	_
the	_	_	_	_
city	_	_	_	_
which	_	_	ARG	ARG
are	PRED	PRED	_	_
dry	_	_	_	ARG
now	_	_	ARG	ARG
could	_	_	_	_
see	PRED	PRED	_	_
nine	_	_	_	_
or	_	_	_	_
10	_	_	_	_
feet	_	_	ARG	_
(	_	_	_	_
some	_	_	_	_
3	_	_	_	_
m	_	_	_	_
)	_	_	_	_
of	_	_	_	_
water	_	_	_	_
,	_	_	_	_
|	|	_	_	_	_
he	_	_	ARG	_
said	PRED	PRED	_	_
.	_	_	_	_
The	_	_	_	_
US	_	_	_	_
Army	_	_	_	_
Corps	_	_	ARG	ARG
of	_	_	_	_
Engineers	_	_	_	_
says	PRED	PRED	_	_
it	_	_	ARG	_
could	_	_	_	_
take	PRED	PRED	_	ARG
a	_	_	_	_
month	_	_	ARG	_
to	_	_	_	_
clear	PRED	PRED	_	_
the	_	_	_	_
flood	_	_	_	_
waters	_	_	ARG	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
government	_	_	_	_
's	_	_	_	_
disaster	_	_	_	_
relief	_	PRED	_	_
agency	_	_	ARG	_
has	PRED	PRED	_	_
urged	PRED	PRED	_	_
evacuees	_	_	ARG	_
not	_	_	_	_
to	_	_	_	_
try	PRED	PRED	_	_
to	_	_	_	_
get	PRED	PRED	_	_
back	_	_	_	_
to	_	_	_	_
their	_	_	_	_
homes	_	_	ARG	_
.	_	_	_	_
The	_	_	_	_
BBC	_	_	_	_
's	_	_	_	_
Alastair	_	_	_	ARG
Leithead	_	_	ARG	_
in	_	_	_	_
New	_	_	_	_
Orleans	_	_	_	_
says	PRED	PRED	_	_
there	_	_	_	_
is	PRED	PRED	_	ARG
panic	_	PRED	_	_
as	_	_	_	_
vital	_	_	_	_
supplies	_	PRED	ARG	_
run	PRED	PRED	_	_
out	_	_	_	_
.	_	_	_	_
Heavily	_	_	_	_
armed	_	_	_	_
police	_	_	ARG	_
have	PRED	PRED	_	_
been	PRED	PRED	_	_
trying	_	PRED	_	_
to	_	_	_	_
impose	PRED	PRED	_	_
a	_	_	_	_
form	_	_	ARG	_
of	_	_	_	_
martial	_	_	_	_
law	_	_	_	_
to	_	_	_	_
stem	PRED	PRED	_	_
outbreaks	_	PRED	ARG	_
of	_	_	_	_
looting	_	PRED	_	_
.	_	_	_	_
While	_	_	_	_
some	_	_	_	_
looters	_	_	ARG	_
are	PRED	PRED	_	_
stealing	_	PRED	_	_
non-essential	_	_	_	_
goods	_	_	ARG	_
,	_	_	_	_
others	_	_	ARG	_
are	PRED	PRED	_	_
simply	_	_	_	_
trying	_	PRED	_	_
to	_	_	_	_
find	PRED	PRED	_	_
food	_	_	ARG	_
and	_	_	_	_
water	_	_	_	_
.	_	_	_	_
The	_	_	_	_
situation	_	_	ARG	ARG
appears	PRED	PRED	_	_
to	_	_	_	_
be	PRED	PRED	_	_
even	_	_	_	_
worse	_	PRED	_	ARG
in	_	_	_	_
Mississippi	_	_	_	_
.	_	_	_	_
|	|	_	_	_	_
You	_	_	ARG	_
're	PRED	PRED	_	_
going	_	PRED	_	_
to	_	_	_	_
be	PRED	PRED	_	_
looking	_	PRED	_	_
at	_	_	_	_
hundreds	_	_	_	_
dead	_	_	_	_
along	_	_	_	_
the	_	_	_	_
coast	_	_	_	_
,	_	_	_	_
|	|	_	_	_	_
a	_	_	_	_
state	_	_	_	_
official	_	_	ARG	_
said	PRED	PRED	_	_
.	_	_	_	_
[	_	_	_	_
an	_	_	_	_
error	_	PRED	ARG	_
occurred	PRED	PRED	_	_
while	_	_	_	_
processing	_	PRED	_	_
this	_	_	_	_
directive	_	_	ARG	_
]	_	_	_	_
Casinos	_	_	ARG	ARG
housed	PRED	PRED	_	_
in	_	_	_	_
barges	_	_	_	ARG
have	PRED	PRED	_	_
been	PRED	PRED	_	_
hurled	PRED	PRED	_	_
onto	_	_	_	_
the	_	_	_	_
beach	_	_	_	_
and	_	_	_	_
beyond	_	_	_	_
.	_	_	_	_
Tens	_	_	ARG	ARG
of	_	_	_	_
thousands	_	_	_	_
are	PRED	PRED	_	_
homeless	_	PRED	_	ARG
,	_	_	_	_
and	_	_	_	_
officials	_	_	ARG	_
say	PRED	PRED	_	_
it	_	_	ARG	_
could	_	_	_	_
be	PRED	PRED	_	_
weeks	_	_	_	_
before	_	_	_	_
power	_	_	ARG	_
is	PRED	PRED	_	_
restored	PRED	PRED	_	_
.	_	_	_	_
|	|	_	_	_	_
I	_	_	ARG	ARG
can	_	_	_	ARG
only	_	_	_	ARG
imagine	PRED	PRED	_	_
that	_	_	_	_
this	_	_	ARG	_
is	PRED	PRED	_	_
what	_	_	_	ARG
Hiroshima	_	_	ARG	_
looked	PRED	PRED	_	_
like	_	_	_	_
60	_	_	_	_
years	_	_	_	_
ago	_	_	_	_
,	_	_	_	_
|	|	_	_	_	_
said	PRED	PRED	_	_
Mississippi	_	_	_	_
Governor	_	_	_	_
Haley	_	_	_	_
Barbour	_	_	ARG	_
after	_	_	_	_
viewing	_	PRED	_	_
the	_	_	_	_
destruction	_	PRED	ARG	_
from	_	_	_	_
the	_	_	_	_
air	_	_	_	_
.	_	_	_	_
Survivors	_	_	ARG	_
are	PRED	PRED	_	_
being	_	PRED	_	_
found	PRED	PRED	_	_
all	_	_	_	_
the	_	_	_	_
time	_	_	_	_
,	_	_	_	_
including	_	_	_	_
two	_	_	_	_
children	_	_	_	_
who	_	_	ARG	_
lost	PRED	PRED	_	_
their	_	_	_	_
parents	_	_	ARG	_
.	_	_	_	_
Harrison	_	_	_	_
County	_	_	ARG	ARG
in	_	_	_	_
Mississippi	_	_	_	_
bore	PRED	PRED	_	_
the	_	_	_	_
brunt	_	_	ARG	ARG
of	_	_	_	_
Hurricane	_	_	_	_
Katrina	_	_	_	_
as	_	_	_	_
it	_	_	ARG	_
slammed	PRED	PRED	_	ARG
into	_	_	_	_
Biloxi	_	_	_	_
and	_	_	_	_
Gulfport	_	_	_	_
before	_	_	_	_
heading	_	PRED	_	_
inland	_	_	_	_
.	_	_	_	_
Mississippi	_	_	_	_
media	_	_	ARG	ARG
earlier	_	_	_	ARG
reported	PRED	PRED	_	_
54	_	_	_	_
people	_	_	ARG	ARG
killed	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
state	_	_	_	_
.	_	_	_	_
In	_	_	_	_
Biloxi	_	_	_	_
,	_	_	_	_
30	_	_	_	_
people	_	_	ARG	_
were	PRED	PRED	_	_
reported	PRED	PRED	_	_
dead	_	_	_	_
in	_	_	_	_
one	_	_	_	_
block	_	_	_	_
of	_	_	_	_
flats	_	_	_	_
which	_	_	ARG	_
was	PRED	PRED	_	_
hit	PRED	PRED	_	_
by	_	_	_	_
a	_	_	_	_
9	_	_	_	_
m	_	_	_	_
(	_	_	_	_
30	_	_	_	_
ft	_	_	_	_
)	_	_	_	_
|	|	_	_	_	_
storm	_	_	ARG	_
surge	_	PRED	_	_
|	|	_	_	_	_
.	_	_	_	_
The	_	_	_	_
town	_	_	_	_
's	_	_	_	_
death	_	_	_	_
toll	_	_	ARG	ARG
may	_	_	_	ARG
be	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
hundreds	_	_	_	ARG
,	_	_	_	_
municipal	_	_	_	_
spokesman	_	_	_	_
Vincent	_	_	_	_
Creel	_	_	ARG	_
said	PRED	PRED	_	_
.	_	_	_	_
Louisiana	_	_	_	_
's	_	_	_	_
Governor	_	_	_	_
Blanco	_	_	ARG	ARG
urged	PRED	PRED	_	_
residents	_	_	ARG	ARG
to	_	_	_	_
spend	PRED	PRED	_	ARG
Wednesday	_	_	ARG	_
in	_	_	_	_
prayer	_	_	_	_
and	_	_	_	_
assured	PRED	PRED	_	_
them	_	_	ARG	_
the	_	_	_	_
crisis	_	_	ARG	_
would	_	_	_	_
eventually	_	_	_	_
be	PRED	PRED	_	_
overcome	PRED	PRED	_	_
.	_	_	_	_
The	_	_	_	_
US	_	_	_	_
Red	_	_	_	_
Cross	_	_	ARG	_
has	PRED	PRED	_	_
mobilised	PRED	PRED	_	_
thousands	_	_	ARG	_
of	_	_	_	_
volunteers	_	_	_	_
for	_	_	_	_
its	_	_	_	_
biggest	_	_	_	_
-	_	_	_	_
ever	_	_	_	_
natural	_	_	_	_
disaster	_	_	_	_
effort	_	PRED	_	_
and	_	_	_	_
federal	_	_	_	_
emergency	_	_	_	_
teams	_	_	ARG	_
are	PRED	PRED	_	_
being	_	PRED	_	_
dispatched	PRED	PRED	_	_
to	_	_	_	_
affected	PRED	_	_	_
areas	_	_	ARG	_
.	_	_	_	_
President	_	_	_	_
George	_	_	_	_
W	_	_	_	_
Bush	_	_	ARG	_
,	_	_	_	_
who	_	_	ARG	_
has	PRED	PRED	_	_
cut	PRED	PRED	_	_
his	_	_	_	_
holiday	_	PRED	ARG	_
two	_	_	_	_
days	_	_	_	_
short	_	PRED	_	_
,	_	_	_	_
has	PRED	PRED	_	_
called	PRED	PRED	_	_
on	_	_	_	_
Americans	_	_	_	_
to	_	_	_	_
donate	PRED	PRED	_	_
to	_	_	_	_
the	_	_	_	_
Red	_	_	_	_
Cross	_	_	ARG	_
or	_	_	_	_
other	_	_	_	_
organisations	_	_	_	_
.	_	_	_	_
Damage	_	_	_	ARG
estimates	_	PRED	ARG	_
of	_	_	_	_
more	_	_	_	_
than	_	_	_	_
$	_	_	_	ARG
25	_	_	_	_
bn	_	_	_	_
suggest	PRED	PRED	_	_
it	_	_	ARG	_
could	_	_	_	_
be	PRED	PRED	_	_
the	_	_	_	_
US	_	_	_	_
insurance	_	_	_	_
industry	_	_	_	_
's	_	_	_	_
most	_	_	_	_
expensive	_	_	_	_
natural	_	_	_	_
disaster	_	_	_	_
ever	_	_	_	_
.	_	_	_	_
The	_	_	_	_
price	_	PRED	ARG	_
of	_	_	_	_
crude	_	_	_	_
oil	_	_	_	ARG
on	_	_	_	_
the	_	_	_	_
international	_	_	_	_
market	_	_	_	ARG
hit	PRED	PRED	_	_
a	_	_	_	_
record	_	_	_	_
$	_	_	_	_
70.85	_	_	ARG	_
a	_	_	_	_
barrel	_	_	_	_
due	_	_	_	_
to	_	_	_	_
the	_	_	_	_
vulnerability	_	_	_	_
of	_	_	_	_
oil	_	_	_	_
and	_	_	_	_
gas	_	_	_	_
fields	_	_	_	_
in	_	_	_	_
the	_	_	_	_
Gulf	_	_	_	_
of	_	_	_	_
Mexico	_	_	_	_
.	_	_	_	_
The	_	_	_	_
US	_	_	_	_
energy	_	_	_	_
secretary	_	_	ARG	_
has	PRED	PRED	_	_
announced	PRED	PRED	_	_
that	_	_	_	_
oil	_	_	ARG	_
will	_	_	_	_
be	PRED	PRED	_	_
released	PRED	PRED	_	_
from	_	_	_	_
government	_	_	_	_
petroleum	_	_	_	_
reserves	_	_	_	_
.	_	_	_	_
MOON	_	_	_	ARG
LANDING	_	PRED	_	_
HOAX	_	_	ARG	_
:	_	_	_	_
CHURCH	_	_	_	_
=	_	_	_	_
TECHNOLOGY	_	_	ARG	_
&	_	_	_	_
GOVERNMENT	_	_	_	_
-	_	_	_	_
Shuttle	_	_	_	_
Carried	PRED	PRED	_	_
on	_	_	_	_
Aircraft	_	_	_	_
model	_	_	_	_
Q	_	_	_	_
:	_	_	_	_
NASA	_	_	ARG	ARG
IS	PRED	PRED	_	_
A	_	_	_	_
WASTE	_	PRED	_	ARG
!	_	_	_	_
(	_	_	_	_
Answered	PRED	PRED	_	_
,	_	_	_	_
2	_	_	_	_
Comments	_	PRED	_	_
)	_	_	_	_
Subject	_	_	_	_
:	_	_	_	_
NASA	_	_	ARG	ARG
IS	PRED	PRED	_	_
A	_	_	_	_
WASTE	_	PRED	_	ARG
!	_	_	_	_
How	_	_	ARG	_
much	_	_	_	_
money	_	_	ARG	_
does	PRED	PRED	_	_
the	_	_	_	_
USA	_	_	ARG	_
give	PRED	PRED	_	_
NASA	_	_	ARG	_
per	_	_	_	_
year	_	_	_	_
?	_	_	_	_
Subject	_	_	_	_
:	_	_	_	_
Re	_	_	_	_
:	_	_	_	_
NASA	_	_	ARG	ARG
IS	PRED	PRED	_	_
A	_	_	_	_
WASTE	_	PRED	_	ARG
!	_	_	_	_
On	_	_	_	_
September	_	_	_	ARG
21	_	_	_	_
,	_	_	_	_
2004	_	_	_	_
,	_	_	_	_
the	_	_	_	_
U.S.	_	_	_	_
Senate	_	_	_	_
Appropriations	_	_	_	_
Committee	_	_	ARG	ARG
approved	PRED	PRED	_	_
$	_	_	_	ARG
16.379	_	_	_	_
billion	_	_	ARG	_
in	_	_	_	_
funding	_	PRED	_	_
for	_	_	_	_
NASA	_	_	_	_
for	_	_	_	_
fiscal	_	_	_	_
year	_	_	_	ARG
2005	_	_	_	_
.	_	_	_	_
This	_	_	ARG	ARG
is	PRED	PRED	_	_
a	_	_	_	_
$	_	_	_	_
200	_	_	_	_
million	_	_	_	_
increase	_	PRED	_	ARG
over	_	_	_	_
what	_	_	ARG	_
NASA	_	_	ARG	_
received	PRED	PRED	_	_
for	_	_	_	_
fiscal	_	_	_	_
year	_	_	_	_
2004	_	_	_	_
.	_	_	_	_
|	|	_	_	_	_
National	_	_	_	_
Aeronautics	_	_	_	_
and	_	_	_	_
Space	_	_	_	_
Administration	_	_	ARG	_
(	_	_	_	_
NASA	_	_	_	_
)	_	_	_	_
:	_	_	_	_
is	PRED	PRED	_	_
funded	PRED	PRED	_	_
at	_	_	_	_
$	_	_	_	_
16.379	_	_	_	_
billion	_	_	_	_
,	_	_	_	_
an	_	_	_	_
increase	_	PRED	_	_
of	_	_	_	_
$	_	_	_	_
200	_	_	_	_
million	_	_	_	_
over	_	_	_	_
the	_	_	_	_
FY04	_	_	_	_
enacted	PRED	_	_	_
level	_	_	_	_
,	_	_	_	_
and	_	_	_	_
a	_	_	_	_
reduction	_	PRED	_	_
of	_	_	_	_
$	_	_	_	_
665	_	_	_	_
million	_	_	_	_
from	_	_	_	_
the	_	_	_	_
budget	_	_	_	_
request	_	PRED	_	_
.	_	_	_	_
An	_	_	_	_
additional	_	_	_	_
$	_	_	_	_
800	_	_	_	_
million	_	_	ARG	_
in	_	_	_	_
emergency	_	_	_	ARG
funding	_	PRED	_	_
was	PRED	PRED	_	_
added	PRED	PRED	_	_
for	_	_	_	_
NASA	_	_	_	_
during	_	_	_	_
the	_	_	_	_
Committee	_	_	_	_
's	_	_	_	_
consideration	_	PRED	_	_
of	_	_	_	_
the	_	_	_	_
bill	_	_	_	_
.	_	_	_	_
--	_	_	_	_
The	_	_	_	_
return	_	PRED	ARG	_
to	_	_	_	_
flight	_	_	_	_
activities	_	_	ARG	ARG
for	_	_	_	_
the	_	_	_	_
Shuttle	_	_	_	_
program	_	_	_	_
are	PRED	PRED	_	_
funded	PRED	PRED	_	_
at	_	_	_	_
$	_	_	_	_
4.319	_	_	_	_
billion	_	_	_	_
,	_	_	_	_
the	_	_	_	_
requested	PRED	_	_	_
level	_	_	_	_
from	_	_	_	_
the	_	_	_	_
Administration	_	PRED	_	_
.	_	_	_	_
--	_	_	_	_
The	_	_	_	_
International	_	_	_	_
Space	_	_	_	_
Station	_	_	ARG	_
is	PRED	PRED	_	_
funded	PRED	PRED	_	_
at	_	_	_	_
$	_	_	_	_
1.6	_	_	_	_
billion	_	_	_	_
.	_	_	_	_
The	_	_	_	_
bill	_	_	ARG	ARG
reduces	PRED	PRED	_	_
ISS	_	_	_	_
operations	_	PRED	ARG	ARG
by	_	_	_	_
$	_	_	_	ARG
120	_	_	_	_
million	_	_	ARG	_
due	_	_	_	_
to	_	_	_	_
the	_	_	_	_
continued	PRED	_	_	_
reduced	PRED	_	_	_
capability	_	_	_	ARG
of	_	_	_	_
the	_	_	_	_
ISS	_	_	_	_
for	_	_	_	_
at	_	_	_	_
least	_	_	_	_
half	_	_	_	_
of	_	_	_	_
FY05	_	_	_	_
.	_	_	_	_
---	_	_	_	_
The	_	_	_	_
Crew	_	_	_	_
Exploration	_	_	_	_
Vehicle	_	_	ARG	_
(	_	_	_	_
CEV	_	_	_	_
)	_	_	_	_
is	PRED	PRED	_	_
funded	PRED	PRED	_	_
at	_	_	_	_
$	_	_	_	_
268	_	_	_	_
million	_	_	_	_
.	_	_	_	_
---	_	_	_	_
A	_	_	_	_
lunar	_	_	_	ARG
exploration	_	PRED	_	_
mission	_	PRED	ARG	_
is	PRED	PRED	_	_
funded	PRED	PRED	_	_
at	_	_	_	_
$	_	_	_	_
20	_	_	_	_
million	_	_	_	_
.	_	_	_	_
---	_	_	_	_
$	_	_	_	_
10	_	_	_	_
million	_	_	ARG	_
is	PRED	PRED	_	_
provided	PRED	PRED	_	_
for	_	_	_	_
Centennial	_	_	_	_
Challenges	_	_	_	_
.	_	_	_	_
Neighborhood	_	_	_	_
Reinvestment	_	_	_	_
Corporation	_	_	ARG	_
(	_	_	_	_
NRC	_	_	_	_
)	_	_	_	_
:	_	_	_	_
is	PRED	PRED	_	_
funded	PRED	PRED	_	_
at	_	_	_	_
$	_	_	_	_
115	_	_	_	_
million	_	_	_	_
,	_	_	_	_
the	_	_	_	_
same	_	_	_	_
as	_	_	_	_
FY04	_	_	_	_
and	_	_	_	_
the	_	_	_	_
budget	_	_	_	_
request	_	PRED	_	_
.	_	_	_	_
|	|	_	_	_	_
|	|	_	_	_	_
The	_	_	_	_
Senate	_	_	_	_
Appropriations	_	_	_	_
Committee	_	_	ARG	ARG
used	PRED	PRED	_	_
a	_	_	_	_
somewhat	_	_	_	_
controversial	_	_	_	_
technique	_	_	ARG	ARG
Tuesday	_	_	_	ARG
to	_	_	_	_
increase	PRED	PRED	_	ARG
NASA	_	_	_	_
's	_	_	_	_
fiscal	_	_	_	_
year	_	_	_	_
2005	_	_	_	_
budget	_	_	ARG	_
by	_	_	_	_
$	_	_	_	_
200	_	_	_	_
million	_	_	ARG	_
over	_	_	_	_
what	_	_	ARG	_
President	_	_	_	_
Bush	_	_	ARG	_
requested	PRED	PRED	_	_
.	_	_	_	_
The	_	_	_	_
committee	_	_	ARG	ARG
voted	PRED	PRED	_	_
to	_	_	_	_
give	PRED	PRED	_	ARG
NASA	_	_	ARG	_
$	_	_	_	_
16.4	_	_	_	_
billion	_	_	ARG	_
in	_	_	_	_
2005	_	_	_	_
,	_	_	_	_
about	_	_	_	_
$	_	_	_	_
200	_	_	_	_
million	_	_	_	_
more	_	_	_	_
than	_	_	_	_
what	_	_	ARG	_
the	_	_	_	_
President	_	_	ARG	_
requested	PRED	PRED	_	_
and	_	_	_	_
over	_	_	_	_
$	_	_	_	_
1	_	_	_	_
billion	_	_	_	_
more	_	_	_	_
than	_	_	_	_
what	_	_	ARG	_
House	_	_	_	_
appropriators	_	_	ARG	_
approved	PRED	PRED	_	_
in	_	_	_	_
July	_	_	_	_
.	_	_	_	_
|	|	_	_	_	_
I	_	_	ARG	ARG
hope	PRED	PRED	_	_
you	_	_	ARG	_
have	PRED	PRED	_	_
found	PRED	PRED	_	ARG
this	_	_	_	_
information	_	_	ARG	_
helpful	_	PRED	_	_
.	_	_	_	_
If	_	_	_	_
you	_	_	ARG	_
have	PRED	PRED	_	_
any	_	_	_	_
questions	_	PRED	ARG	ARG
,	_	_	_	_
please	_	_	_	_
request	PRED	PRED	_	_
clarification	_	PRED	ARG	_
prior	_	_	_	_
to	_	_	_	_
rating	_	PRED	_	_
the	_	_	_	_
answer	_	PRED	ARG	_
.	_	_	_	_
Comments	_	PRED	ARG	_
Log	PRED	PRED	_	_
in	_	_	_	_
to	_	_	_	_
add	PRED	PRED	_	_
a	_	_	_	_
comment	_	PRED	ARG	_
Subject	_	_	ARG	_
:	_	_	_	_
Re	_	_	_	_
:	_	_	_	_
NASA	_	_	ARG	ARG
IS	PRED	PRED	_	_
A	_	_	_	_
WASTE	_	PRED	_	ARG
!	_	_	_	_
Let	PRED	PRED	_	_
me	_	_	ARG	ARG
add	PRED	PRED	_	ARG
some	_	_	_	_
additional	_	_	_	_
info	_	_	ARG	_
.	_	_	_	_
You	_	_	ARG	ARG
can	_	_	_	ARG
get	PRED	PRED	_	_
details	_	_	ARG	ARG
about	_	_	_	_
NASA	_	_	_	_
spending	_	PRED	_	_
here	_	_	_	ARG
,	_	_	_	_
from	_	_	_	_
their	_	_	_	_
own	_	_	_	_
webpage	_	_	_	ARG
.	_	_	_	_
Also	_	_	_	_
,	_	_	_	_
from	_	_	_	_
their	_	_	_	_
own	_	_	_	_
webpage	_	_	_	_
,	_	_	_	_
reasons	_	_	_	ARG
why	_	_	_	ARG
NASA	_	_	ARG	ARG
is	PRED	PRED	_	_
important	_	PRED	_	ARG
,	_	_	_	_
in	_	_	_	_
a	_	_	_	_
5th	_	_	_	_
grade	_	_	_	_
format	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
guess	PRED	PRED	_	_
if	_	_	_	_
you	_	_	ARG	_
are	PRED	PRED	_	_
someone	_	_	_	_
not	_	_	_	_
familiar	_	_	_	_
with	_	_	_	_
how	_	_	ARG	_
NASA	_	_	ARG	_
benefits	PRED	PRED	_	_
our	_	_	_	_
society	_	_	ARG	_
I	_	_	ARG	_
can	_	_	_	_
see	PRED	PRED	_	ARG
how	_	_	ARG	_
one	_	_	ARG	_
might	_	_	_	_
form	PRED	PRED	_	_
the	_	_	_	_
opinion	_	_	ARG	_
of	_	_	_	_
yheggy	_	_	_	_
-	_	_	_	_
ga	_	_	_	_
.	_	_	_	_
Let	PRED	PRED	_	_
me	_	_	ARG	ARG
put	PRED	PRED	_	ARG
it	_	_	ARG	_
this	_	_	_	_
way	_	_	_	_
-	_	_	_	_
If	_	_	_	_
you	_	_	ARG	_
have	PRED	PRED	_	_
watched	PRED	PRED	_	_
TV	_	_	ARG	_
recently	_	_	_	_
,	_	_	_	_
crossed	PRED	PRED	_	_
a	_	_	_	_
modern	_	_	_	_
bridge	_	_	ARG	_
,	_	_	_	_
flown	PRED	PRED	_	_
in	_	_	_	_
an	_	_	_	_
airplane	_	_	_	_
,	_	_	_	_
recieved	PRED	PRED	_	_
any	_	_	_	_
form	_	_	ARG	_
of	_	_	_	_
modern	_	_	_	_
medicine	_	_	_	_
,	_	_	_	_
did	PRED	PRED	_	_
any	_	_	_	_
mathematics	_	_	ARG	_
,	_	_	_	_
drove	PRED	PRED	_	_
a	_	_	_	_
car	_	_	ARG	_
,	_	_	_	_
used	PRED	PRED	_	_
a	_	_	_	_
cellular	_	_	_	_
phone	_	_	ARG	_
,	_	_	_	_
etc.	_	_	_	_
then	_	_	_	_
you	_	_	ARG	_
have	PRED	PRED	_	_
somehow	_	_	_	_
directly	_	_	_	_
reaped	PRED	PRED	_	_
the	_	_	_	_
rewards	_	_	ARG	_
which	_	_	ARG	_
NASA	_	_	ARG	_
has	PRED	PRED	_	_
returned	PRED	PRED	_	_
to	_	_	_	_
us	_	_	ARG	_
.	_	_	_	_
Also	_	_	_	ARG
NASA	_	_	ARG	ARG
has	PRED	PRED	_	_
a	_	_	_	_
large	_	_	_	_
outreach	_	_	_	_
program	_	_	ARG	ARG
for	_	_	_	_
education	_	PRED	_	_
,	_	_	_	_
some	_	_	_	_
people	_	_	ARG	_
believe	PRED	PRED	_	_
this	_	_	ARG	_
is	PRED	PRED	_	_
important	_	PRED	_	_
.	_	_	_	_
Subject	_	_	_	_
:	_	_	_	_
Re	_	_	_	_
:	_	_	_	_
NASA	_	_	ARG	ARG
IS	PRED	PRED	_	_
A	_	_	_	_
WASTE	_	PRED	_	ARG
!	_	_	_	_
From	_	_	_	_
:	_	_	_	_
jaqamofino	_	_	_	_
-	_	_	_	_
ga	_	_	_	_
on	_	_	_	_
26	_	_	_	_
Apr	_	_	_	_
2005	_	_	_	_
06:02	_	_	_	_
PDT	_	_	_	_
i	_	_	ARG	ARG
believe	PRED	PRED	_	_
that	_	_	_	_
NASA	_	_	ARG	_
is	PRED	PRED	_	_
a	_	_	_	_
HUGE	_	_	_	_
waste	_	PRED	_	ARG
of	_	_	_	_
tax	_	_	_	_
payers	_	_	_	_
'	_	_	_	_
money	_	_	_	_
,	_	_	_	_
but	_	_	_	_
there	_	_	_	_
are	PRED	PRED	_	_
so	_	_	_	_
many	_	_	_	_
huge	_	_	_	_
wastes	_	PRED	_	_
of	_	_	_	_
tax	_	_	_	_
payer	_	_	_	_
monies	_	_	_	_
,	_	_	_	_
that	_	_	_	_
i	_	_	ARG	_
find	PRED	PRED	_	_
