token_text	predicates	gold predicates
drama	_	_
Jeez	_	_
,	_	_
work	PRED	PRED
on	_	_
your	_	_
spelling	_	PRED
and	_	_
punctuation	_	PRED
.	_	_
It	_	_
makes	PRED	PRED
a	_	_
huge	_	_
difference	_	PRED
.	_	_
No	_	_
one	_	_
's	PRED	PRED
going	_	PRED
to	_	_
hire	PRED	PRED
you	_	_
if	_	_
you	_	_
ca	_	_
n't	_	_
even	_	_
spell	PRED	PRED
,	_	_
especially	_	_
if	_	_
you	_	_
're	PRED	PRED
a	_	_
high	_	_
school	_	_
graduate	_	_
.	_	_
Cover	_	_
letters	_	_
and	_	_
resumes	_	_
need	PRED	PRED
to	_	_
be	PRED	PRED
perfect	_	PRED
.	_	_
No	_	_
one	_	_
's	PRED	PRED
going	_	PRED
to	_	_
take	PRED	PRED
you	_	_
seriously	_	_
if	_	_
they	_	_
're	PRED	PRED
full	_	PRED
of	_	_
typos	_	_
and	_	_
whatnot	_	_
.	_	_
Sorry	_	_
,	_	_
I	_	_
would	_	_
put	PRED	PRED
that	_	_
application	_	PRED
in	_	_
the	_	_
round	_	_
file	_	_
.	_	_
Canadian	_	_
student	_	_
visa	_	_
,	_	_
can	_	_
I	_	_
used	PRED	PRED
for	_	_
other	_	_
schools	_	_
?	_	_
I	_	_
applied	PRED	PRED
to	_	_
get	PRED	PRED
a	_	_
student	_	_
visa	_	_
to	_	_
study	PRED	PRED
in	_	_
Canada	_	_
,	_	_
I	_	_
received	PRED	PRED
one	_	_
that	_	_
is	PRED	PRED
valid	_	PRED
until	_	_
October	_	_
of	_	_
2015	_	_
.	_	_
Problem	_	_
is	PRED	PRED
,	_	_
for	_	_
some	_	_
reason	_	_
,	_	_
the	_	_
visa	_	_
process	_	PRED
took	PRED	PRED
longer	_	_
than	_	_
it	_	_
should	_	_
,	_	_
thus	_	_
I	_	_
missed	PRED	PRED
school	_	_
this	_	_
semester	_	_
(	_	_
visa	_	_
was	PRED	PRED
issued	PRED	PRED
to	_	_
me	_	_
about	_	_
25	_	_
days	_	_
after	_	_
school	_	_
started	PRED	PRED
so	_	_
I	_	_
could	_	_
n't	_	_
attend	PRED	PRED
)	_	_
,	_	_
now	_	_
I	_	_
no	_	_
longer	_	_
want	PRED	PRED
to	_	_
go	PRED	PRED
into	_	_
that	_	_
school	_	_
(	_	_
because	_	_
they	_	_
only	_	_
would	_	_
accept	PRED	PRED
me	_	_
again	_	_
on	_	_
September	_	_
of	_	_
2012	_	_
)	_	_
,	_	_
I	_	_
found	PRED	PRED
a	_	_
school	_	_
that	_	_
accepted	PRED	PRED
me	_	_
for	_	_
may	_	_
2012	_	_
,	_	_
can	_	_
I	_	_
use	PRED	PRED
the	_	_
same	_	_
visa	_	_
that	_	_
was	PRED	PRED
issued	PRED	PRED
to	_	_
me	_	_
?	_	_
or	_	_
do	PRED	PRED
I	_	_
need	PRED	PRED
to	_	_
reapply	PRED	PRED
?	_	_
(	_	_
in	_	_
the	_	_
visa	_	_
itself	_	_
,	_	_
it	_	_
does	PRED	PRED
not	_	_
mention	PRED	PRED
anything	_	_
about	_	_
which	_	_
school	_	_
I	_	_
m	PRED	PRED
suppose	PRED	PRED
to	_	_
attend	PRED	PRED
,	_	_
and	_	_
problem	_	_
is	PRED	PRED
,	_	_
the	_	_
embassy	_	_
here	_	_
in	_	_
DC	_	_
are	PRED	PRED
not	_	_
too	_	_
nice	_	PRED
and	_	_
would	_	_
never	_	_
answer	PRED	PRED
ANY	_	_
questions	_	_
....	_	_
)	_	_
any	_	_
advice	_	_
please	_	_
?	_	_
Visas	_	_
and	_	_
Study	_	_
Permits	_	_
are	PRED	PRED
administered	PRED	PRED
by	_	_
Citizenship	_	_
and	_	_
Immigration	_	_
Canada	_	_
,	_	_
and	_	_
any	_	_
questions	_	_
regarding	_	_
applications	_	PRED
should	_	_
be	PRED	PRED
directed	PRED	PRED
to	_	_
them	_	_
.	_	_
So	_	_
best	_	_
advice	_	_
is	PRED	PRED
to	_	_
go	PRED	PRED
to	_	_
the	_	_
C&IC	_	_
website	_	_
and	_	_
click	PRED	PRED
|	|	_	_
contact	PRED	PRED
us	_	_
|	|	_	_
-	_	_
http://www.cic.gc.ca/english/index.asp	_	_
How	_	_
Do	PRED	PRED
you	_	_
Prevent	PRED	PRED
A	_	_
Dwarf	_	_
Hamster	_	_
Escaping	_	PRED
From	_	_
The	_	_
Cage	_	_
?	_	_
I	_	_
m	PRED	PRED
getting	_	PRED
a	_	_
dwarf	_	_
hamster	_	_
tomorrow	_	_
and	_	_
i	_	_
saw	PRED	PRED
videos	_	_
on	_	_
youtube	_	_
of	_	_
them	_	_
escaping	_	PRED
and	_	_
if	_	_
my	_	_
hamster	_	_
escaped	PRED	PRED
because	_	_
my	_	_
mom	_	_
will	_	_
FREAK	PRED	PRED
OUT	_	_
!!!	_	_
would	_	_
it	_	_
help	PRED	PRED
getting	_	PRED
an	_	_
aquarium	_	_
cage	_	_
or	_	_
a	_	_
plastic	_	_
see	PRED	_
through	_	_
box	_	_
so	_	_
it	_	_
ca	_	_
nt	_	_
escape	PRED	PRED
i	_	_
can	_	_
buy	PRED	PRED
it	_	_
a	_	_
wheel	_	_
I	_	_
've	PRED	PRED
never	_	_
had	PRED	PRED
a	_	_
dwarf	_	_
hamster	_	_
but	_	_
I	_	_
've	PRED	PRED
had	PRED	PRED
the	_	_
same	_	_
problem	_	_
with	_	_
my	_	_
pet	_	_
rat	_	_
I	_	_
put	PRED	PRED
some	_	_
chicken	_	_
wiring	_	_
around	_	_
it	_	_
the	_	_
I	_	_
got	PRED	PRED
from	_	_
home	_	_
depot	_	_
and	_	_
now	_	_
it	_	_
ca	_	_
n't	_	_
out	_	_
.	_	_
Yes	_	_
I	_	_
've	PRED	PRED
had	PRED	PRED
53	_	_
different	_	_
kinds	_	_
of	_	_
rodents	_	_
and	_	_
two	_	_
were	PRED	PRED
dwarf	_	_
hamsters	_	_
they	_	_
flatten	PRED	PRED
into	_	_
a	_	_
pancake	_	_
and	_	_
slide	PRED	PRED
right	_	_
through	_	_
the	_	_
bars	_	_
and	_	_
are	PRED	PRED
able	_	PRED
to	_	_
open	PRED	PRED
the	_	_
door	_	_
so	_	_
yes	_	_
a	_	_
plastic	_	_
cage	_	_
will	_	_
be	PRED	PRED
good	_	PRED
This	_	_
is	PRED	PRED
the	_	_
cage	_	_
I	_	_
have	PRED	PRED
whhich	_	_
is	PRED	PRED
pretty	_	_
much	_	_
IMPOSSIBLE	_	PRED
to	_	_
escape	PRED	PRED
from	_	_
:	_	_
I	_	_
love	PRED	PRED
this	_	_
cage	_	_
,	_	_
it	_	_
's	PRED	PRED
easy	_	PRED
to	_	_
clean	PRED	PRED
,	_	_
very	_	_
spacious	_	_
and	_	_
fun	_	_
for	_	_
the	_	_
hamster	_	_
Aquiriums	_	_
are	PRED	PRED
good	_	PRED
also	_	_
,	_	_
but	_	_
provide	PRED	PRED
a	_	_
mesh	_	_
top	_	_
for	_	_
an	_	_
easy	_	_
airway	_	_
.	_	_
Wire	_	_
cages	_	_
are	PRED	PRED
NOT	_	_
acceptable	_	PRED
for	_	_
dwarfs	_	_
really	_	_
,	_	_
unless	_	_
the	_	_
bars	_	_
have	PRED	PRED
less	_	_
than	_	_
half	_	_
a	_	_
cm	_	_
between	_	_
them	_	_
.	_	_
regards	_	PRED
and	_	_
have	PRED	PRED
fun	_	PRED
with	_	_
your	_	_
hammy	_	_
I	_	_
am	PRED	PRED
17	_	_
years	_	_
old	_	PRED
.	_	_
I	_	_
do	PRED	PRED
not	_	_
get	PRED	PRED
along	_	_
with	_	_
my	_	_
family	_	_
.	_	_
I	_	_
dislike	PRED	PRED
this	_	_
urban	_	_
society	_	_
and	_	_
want	PRED	PRED
to	_	_
leave	PRED	PRED
this	_	_
whole	_	_
enviroment	_	_
.	_	_
I	_	_
am	PRED	PRED
very	_	_
unhappy	_	PRED
here	_	_
.	_	_
I	_	_
do	PRED	PRED
n't	_	_
know	PRED	PRED
the	_	_
best	_	_
way	_	PRED
of	_	_
doing	_	PRED
it	_	_
.	_	_
Would	_	_
it	_	_
be	PRED	PRED
best	_	PRED
for	_	_
me	_	_
to	_	_
finish	PRED	PRED
college	_	_
?	_	_
wait	PRED	PRED
for	_	_
18th	_	_
birthday	_	_
?	_	_
I	_	_
live	PRED	PRED
in	_	_
London	_	_
.	_	_
I	_	_
want	PRED	PRED
to	_	_
go	PRED	PRED
travelling	_	PRED
.	_	_
My	_	_
parents	_	_
do	PRED	PRED
not	_	_
like	PRED	PRED
me	_	_
,	_	_
They	_	_
constantly	_	_
reassure	PRED	PRED
me	_	_
that	_	_
they	_	_
will	_	_
throw	PRED	PRED
me	_	_
out	_	_
of	_	_
home	_	_
when	_	_
I	_	_
turn	PRED	PRED
18	_	_
.	_	_
I	_	_
do	PRED	PRED
n't	_	_
particularly	_	_
want	PRED	PRED
to	_	_
stay	PRED	PRED
with	_	_
them	_	_
atm	_	_
either	_	_
.	_	_
But	_	_
right	_	_
now	_	_
it	_	_
s	PRED	PRED
the	_	_
most	_	_
convenient	_	_
thing	_	_
to	_	_
do	PRED	PRED
.	_	_
What	_	_
is	PRED	PRED
the	_	_
best	_	_
way	_	PRED
of	_	_
doing	_	PRED
it	_	_
?	_	_
Hotels	_	_
for	_	_
travelling	_	_
will	_	_
be	PRED	PRED
expensive	_	PRED
.	_	_
anybody	_	_
is	PRED	PRED
open	_	PRED
to	_	_
answers	PRED	PRED
but	_	_
I	_	_
would	_	_
much	_	_
prefere	PRED	PRED
somebody	_	_
with	_	_
traveling	_	_
experience	_	PRED
.	_	_
I	_	_
want	PRED	PRED
to	_	_
go	PRED	PRED
all	_	_
over	_	_
:)	_	_
I	_	_
do	PRED	PRED
n't	_	_
have	PRED	PRED
a	_	_
set	PRED	_
route	_	_
yet	_	_
.	_	_
Get	PRED	PRED
a	_	_
back	_	_
pack	_	_
and	_	_
sleeping	_	_
bag	_	_
or	_	_
good	_	_
warm	_	_
blanket	_	_
.	_	_
Wool	_	_
is	PRED	PRED
best	_	PRED
.	_	_
Hit	PRED	PRED
the	_	_
road	_	_
.	_	_
You	_	_
can	_	_
always	_	_
beg	PRED	PRED
for	_	_
spare	_	_
change	_	_
when	_	_
you	_	_
get	PRED	PRED
hungry	_	PRED
.	_	_
Should	_	_
get	PRED	PRED
some	_	_
survival	_	_
skills	_	_
before	_	_
setting	_	PRED
out	_	_
on	_	_
your	_	_
own	_	_
.	_	_
I	_	_
always	_	_
thought	PRED	PRED
Mayko	_	_
or	_	_
Meiko	_	_
is	PRED	PRED
a	_	_
Japanese	_	_
name	_	_
.	_	_
The	_	_
Canadian	_	_
Regenesis	_	_
actress	_	_
Mayko	_	_
Nguyen	_	_
has	PRED	PRED
Japanese	_	_
connection	_	PRED
or	_	_
is	PRED	PRED
it	_	_
her	_	_
fake	_	_
name	_	_
?	_	_
Right	_	_
,	_	_
I	_	_
could	_	_
n't	_	_
find	PRED	PRED
any	_	_
proven	PRED	_
source	_	_
for	_	_
that	_	_
.	_	_
And	_	_
her	_	_
last	_	_
name	_	_
,	_	_
Nguyen	_	_
is	PRED	PRED
a	_	_
typical	_	_
Vietnamese	_	_
family	_	_
name	_	_
...	_	_
anyone	_	_
?	_	_
Certainly	_	_
,	_	_
Nguyen	_	_
is	PRED	PRED
the	_	_
one	_	_
of	_	_
first	_	_
names	_	_
of	_	_
many	_	_
people	_	_
in	_	_
Vietnam	_	_
,	_	_
only	_	_
in	_	_
Vietnam	_	_
.	_	_
Mayko	_	_
is	PRED	PRED
relating	_	PRED
to	_	_
the	_	_
Japanese	_	_
.	_	_
In	_	_
Vietnam	_	_
,	_	_
when	_	_
a	_	_
baby	_	_
was	PRED	PRED
born	PRED	PRED
,	_	_
they	_	_
must	_	_
be	PRED	PRED
named	PRED	PRED
|	|	_	_
first	_	_
name	_	_
|	|	_	_
according	_	_
to	_	_
that	_	_
of	_	_
their	_	_
fathers	_	_
.	_	_
It	_	_
's	PRED	PRED
principle	_	_
except	_	_
a	_	_
number	_	_
of	_	_
cases	_	PRED
,	_	_
for	_	_
example	_	_
,	_	_
the	_	_
babies	_	_
are	PRED	PRED
orphans	_	_
or	_	_
not	_	_
to	_	_
have	PRED	PRED
father	_	_
.	_	_
Full	_	_
name	_	_
of	_	_
the	_	_
father	_	_
is	PRED	PRED
:	_	_
|	|	_	_
Nguyen	_	_
Thanh	_	_
Luan	_	_
|	|	_	_
===>	_	_
Full	_	_
name	_	_
of	_	_
the	_	_
son	_	_
/	_	_
daughter	_	_
certainly	_	_
is	PRED	PRED
|	|	_	_
Nguyen	_	_
..........	_	_
|	|	_	_
,	_	_
for	_	_
instance	_	_
,	_	_
|	|	_	_
Nguyen	_	_
Thi	_	_
Thuy	_	_
Lan	_	_
|	|	_	_
.	_	_
But	_	_
if	_	_
the	_	_
babies	_	_
were	PRED	PRED
born	PRED	PRED
in	_	_
American	_	_
so	_	_
they	_	_
would	_	_
named	PRED	PRED
in	_	_
other	_	_
way	_	PRED
but	_	_
still	_	_
remain	PRED	PRED
|	|	_	_
First	_	_
name	_	_
|	|	_	_
in	_	_
order	_	_
to	_	_
recall	PRED	PRED
about	_	_
their	_	_
origination	_	PRED
.	_	_
I	_	_
'm	PRED	PRED
pretty	_	_
sure	_	PRED
that	_	_
Mayko	_	_
is	PRED	PRED
Japanese	_	_
.	_	_
She	_	_
is	PRED	PRED
a	_	_
Canadian	_	_
born	PRED	_
Vietnamese	_	_
.	_	_
I	_	_
'm	PRED	PRED
not	_	_
sure	_	PRED
where	_	_
her	_	_
first	_	_
name	_	_
is	PRED	PRED
from	_	_
...	_	_
I	_	_
have	PRED	PRED
a	_	_
splitter	_	_
/	_	_
filter	_	_
between	_	_
my	_	_
ADSL	_	_
and	_	_
ph	_	_
line	_	_
?	_	_
I	_	_
have	PRED	PRED
2	_	_
phones	_	_
running	_	PRED
on	_	_
the	_	_
same	_	_
line	_	_
and	_	_
the	_	_
ADSL	_	_
which	_	_
is	PRED	PRED
connected	PRED	PRED
to	_	_
one	_	_
of	_	_
the	_	_
phones	_	_
and	_	_
the	_	_
filter	_	_
,	_	_
I	_	_
'm	PRED	PRED
still	_	_
getting	_	PRED
a	_	_
buzzing	_	_
noise	_	_
even	_	_
when	_	_
I	_	_
have	PRED	PRED
disconnected	PRED	PRED
the	_	_
other	_	_
phone	_	_
without	_	_
one	_	_
.	_	_
Why	_	_
is	PRED	PRED
it	_	_
stil	_	_
doing	_	PRED
this	_	_
even	_	_
though	_	_
I	_	_
do	PRED	PRED
n't	_	_
have	PRED	PRED
the	_	_
other	_	_
phone	_	_
connected	PRED	PRED
?	_	_
Woud	_	_
it	_	_
be	PRED	PRED
better	_	PRED
if	_	_
I	_	_
got	PRED	PRED
another	_	_
filter	_	_
and	_	_
connected	PRED	PRED
the	_	_
other	_	_
phone	_	_
as	_	_
well	_	_
?	_	_
turn	PRED	PRED
the	_	_
modem	_	_
off	_	_
and	_	_
see	PRED	PRED
if	_	_
the	_	_
sound	_	PRED
is	PRED	PRED
still	_	_
there	_	_
...	_	_
could	_	_
be	PRED	PRED
static	_	_
on	_	_
the	_	_
line	_	_
...	_	_
if	_	_
the	_	_
sound	_	PRED
is	PRED	PRED
still	_	_
there	_	_
with	_	_
the	_	_
modem	_	_
off	_	_
then	_	_
the	_	_
problem	_	_
is	PRED	PRED
NOT	_	_
the	_	_
DSL	_	_
....	_	_
if	_	_
the	_	_
trouble	_	_
goes	PRED	PRED
away	_	_
with	_	_
the	_	_
modem	_	_
off	_	_
,	_	_
then	_	_
make	PRED	PRED
sure	_	PRED
that	_	_
EVERYTHING	_	_
EXCEPT	_	_
the	_	_
modem	_	_
is	PRED	PRED
filtered	PRED	PRED
,	_	_
this	_	_
would	_	_
include	PRED	PRED
the	_	_
alarm	_	_
system	_	_
,	_	_
fax	_	_
machine	_	_
,	_	_
satellite	_	_
boxes	_	_
,	_	_
phones	_	_
,	_	_
etc	_	_
...	_	_
if	_	_
everything	_	_
is	PRED	PRED
filtered	PRED	PRED
,	_	_
and	_	_
you	_	_
still	_	_
have	PRED	PRED
this	_	_
problem	_	_
-	_	_
try	PRED	PRED
changing	_	PRED
the	_	_
filter	_	_
-	_	_
if	_	_
it	_	_
is	PRED	PRED
still	_	_
there	_	_
,	_	_
try	PRED	PRED
doubling	_	PRED
up	_	_
on	_	_
the	_	_
filters	_	_
...	_	_
You	_	_
need	PRED	PRED
either	_	_
a	_	_
filter	_	_
for	_	_
each	_	_
device	_	_
except	_	_
the	_	_
DSL	_	_
modem	_	_
,	_	_
or	_	_
a	_	_
whole	_	_
home	_	_
filter	_	_
which	_	_
filters	PRED	PRED
all	_	_
the	_	_
jacks	_	_
,	_	_
except	_	_
the	_	_
one	_	_
which	_	_
the	_	_
DSL	_	_
modem	_	_
connects	PRED	PRED
.	_	_
Best	_	_
way	_	PRED
to	_	_
change	PRED	PRED
35	_	_
mm	_	_
film	_	_
in	_	_
Holga	_	_
120	_	_
whilst	_	_
out	_	_
and	_	_
about	_	_
?	_	_
I	_	_
've	PRED	PRED
modified	PRED	PRED
my	_	_
Holga	_	_
120	_	_
to	_	_
take	PRED	PRED
35	_	_
mm	_	_
film	_	_
and	_	_
I	_	_
know	PRED	PRED
that	_	_
you	_	_
ca	_	_
n't	_	_
wind	PRED	PRED
the	_	_
film	_	_
back	_	_
,	_	_
you	_	_
have	PRED	PRED
to	_	_
open	PRED	PRED
the	_	_
back	_	_
of	_	_
the	_	_
camera	_	_
(	_	_
in	_	_
a	_	_
darkroom	_	_
)	_	_
to	_	_
rewind	PRED	PRED
the	_	_
film	_	_
.	_	_
What	_	_
do	PRED	PRED
other	_	_
Holga	_	_
owners	_	_
do	PRED	PRED
when	_	_
they	_	_
need	PRED	PRED
to	_	_
change	PRED	PRED
film	_	_
when	_	_
they	_	_
are	PRED	PRED
traveling	_	PRED
?	_	_
Do	PRED	PRED
you	_	_
just	_	_
take	PRED	PRED
a	_	_
changing	_	_
bag	_	_
with	_	_
you	_	_
?	_	_
What	_	_
s	PRED	PRED
the	_	_
easiest	_	_
thing	_	_
?	_	_
Well	_	_
a	_	_
changing	_	_
bag	_	_
would	_	_
be	PRED	PRED
the	_	_
easiest	_	_
solution	_	PRED
.	_	_
It	_	_
's	PRED	PRED
light	_	_
proof	_	_
and	_	_
makes	PRED	PRED
sure	_	PRED
you	_	_
get	PRED	PRED
no	_	_
problems	_	_
when	_	_
opening	_	PRED
the	_	_
camera	_	_
.	_	_
You	_	_
can	_	_
work	PRED	PRED
comfortably	_	_
and	_	_
make	PRED	PRED
sure	_	PRED
your	_	_
film	_	_
is	PRED	PRED
not	_	_
scratched	PRED	PRED
etc	_	_
.	_	_
It	_	_
's	PRED	PRED
really	_	_
difficult	_	PRED
to	_	_
find	PRED	PRED
a	_	_
place	_	_
that	_	_
is	PRED	PRED
absolutely	_	_
dark	_	PRED
and	_	_
accessible	_	PRED
to	_	_
you	_	_
when	_	_
you	_	_
're	PRED	PRED
outside	_	_
.	_	_
A	_	_
changing	_	_
bag	_	_
folds	PRED	PRED
neatly	_	_
and	_	_
does	PRED	PRED
not	_	_
take	PRED	PRED
much	_	_
space	_	_
in	_	_
your	_	_
bag	_	_
.	_	_
A	_	_
film	_	_
changing	_	_
bag	_	_
is	PRED	PRED
a	_	_
handy	_	_
way	_	PRED
of	_	_
unloading	_	PRED
your	_	_
exposed	PRED	_
film	_	_
in	_	_
the	_	_
field	_	_
.	_	_
Many	_	_
online	_	_
stores	_	_
carry	PRED	PRED
them	_	_
,	_	_
like	_	_
Adorama	_	_
:	_	_
I	_	_
have	PRED	PRED
a	_	_
few	_	_
how	_	_
to	_	_
videos	_	_
for	_	_
DIY	_	_
35	_	_
mm	_	_
film	_	_
in	_	_
a	_	_
120	_	_
camera	_	_
on	_	_
my	_	_
YouTube	_	_
channel	_	_
:	_	_
For	_	_
more	_	_
info	_	_
on	_	_
lo	_	_
-	_	_
fi	_	_
photography	_	_
,	_	_
check	PRED	PRED
put	PRED	_
my	_	_
website	_	_
:	_	_
Should	_	_
the	_	_
statue	_	_
of	_	_
David	_	_
be	PRED	PRED
censored	PRED	PRED
?	_	_
I	_	_
'm	PRED	PRED
a	_	_
sophomore	_	_
in	_	_
high	_	_
school	_	_
doing	_	PRED
a	_	_
presentation	_	PRED
on	_	_
Italian	_	_
Arts	_	_
and	_	_
my	_	_
teacher	_	_
is	PRED	PRED
making	_	PRED
us	_	_
censor	PRED	PRED
the	_	_
Statue	_	_
of	_	_
David	_	_
.	_	_
My	_	_
argument	_	PRED
is	PRED	PRED
it	_	_
's	PRED	PRED
art	_	_
and	_	_
therefore	_	_
should	_	_
not	_	_
be	PRED	PRED
censored	PRED	PRED
he	_	_
's	PRED	PRED
making	_	PRED
us	_	_
censor	PRED	PRED
it	_	_
who	_	_
's	PRED	PRED
right	_	PRED
no	_	_
,	_	_
it	_	_
's	PRED	PRED
only	_	_
a	_	_
body	_	_
of	_	_
a	_	_
young	_	_
man	_	_
the	_	_
city	_	_
of	_	_
florence	_	_
did	PRED	PRED
at	_	_
one	_	_
time	_	_
in	_	_
the	_	_
past	_	_
put	PRED	PRED
clothes	_	_
on	_	_
the	_	_
statue	_	_
An	_	_
art	_	_
teacher	_	_
in	_	_
the	_	_
mid-cities	_	_
area	_	_
of	_	_
Dallas	_	_
/	_	_
Ft.	_	_
Worth	_	_
metro	_	_
got	PRED	PRED
fired	PRED	PRED
because	_	_
she	_	_
took	PRED	PRED
an	_	_
art	_	_
class	_	_
on	_	_
an	_	_
approved	PRED	_
field	_	_
trip	_	PRED
with	_	_
parental	_	_
permission	_	PRED
for	_	_
each	_	_
student	_	_
and	_	_
some	_	_
hysterical	_	_
parent	_	_
discovered	PRED	PRED
that	_	_
they	_	_
saw	PRED	PRED
|	|	_	_
nudes	_	_
|	|	_	_
in	_	_
the	_	_
museum	_	_
.	_	_
You	_	_
do	PRED	PRED
n't	_	_
think	PRED	PRED
is	_	_
was	PRED	PRED
because	_	_
of	_	_
female	_	_
nudes	_	_
considering	_	_
the	_	_
nearly	_	_
naked	_	_
girls	_	_
/	_	_
women	_	_
seen	PRED	PRED
at	_	_
pools	_	_
and	_	_
beaches	_	_
and	_	_
the	_	_
completely	_	_
naked	_	_
manikins	_	_
that	_	_
show	PRED	PRED
up	_	_
in	_	_
store	_	_
windows	_	_
in	_	_
malls	_	_
during	_	_
changes	_	PRED
in	_	_
display	_	PRED
?	_	_
No	_	_
,	_	_
it	_	_
was	PRED	PRED
guys	_	_
.	_	_
Your	_	_
teacher	_	_
knows	PRED	PRED
what	_	_
goes	PRED	PRED
on	_	_
in	_	_
your	_	_
community	_	_
and	_	_
wants	PRED	PRED
to	_	_
keep	PRED	PRED
her	_	_
job	_	_
.	_	_
Let	PRED	PRED
her	_	_
do	PRED	PRED
it	_	_
-	_	_
argue	PRED	PRED
when	_	_
you	_	_
are	PRED	PRED
of	_	_
age	_	_
and	_	_
can	_	_
battle	PRED	PRED
the	_	_
other	_	_
adults	_	_
in	_	_
your	_	_
community	_	_
-	_	_
skipping	_	PRED
of	_	_
course	_	_
telling	_	PRED
your	_	_
boss	_	_
he	_	_
/	_	_
she	_	_
is	PRED	PRED
a	_	_
prudish	_	_
ignoramus	_	_
because	_	_
you	_	_
want	PRED	PRED
to	_	_
keep	PRED	PRED
your	_	_
job	_	_
.	_	_
I	_	_
am	PRED	PRED
taking	_	PRED
my	_	_
wife	_	_
out	_	_
for	_	_
our	_	_
first	_	_
year	_	_
wedding	_	_
anniversary	_	PRED
and	_	_
we	_	_
both	_	_
agree	PRED	PRED
that	_	_
we	_	_
want	PRED	PRED
a	_	_
good	_	_
steak	_	_
.	_	_
We	_	_
are	PRED	PRED
staying	_	PRED
at	_	_
a	_	_
hotel	_	_
in	_	_
Center	_	_
City	_	_
Philadelphia	_	_
so	_	_
I	_	_
wanted	PRED	PRED
something	_	_
close	_	_
.	_	_
I	_	_
have	PRED	PRED
spent	PRED	PRED
the	_	_
afternoon	_	_
looking	_	PRED
around	_	_
from	_	_
menu	_	_
to	_	_
menu	_	_
...	_	_
I	_	_
have	PRED	PRED
also	_	_
looked	PRED	PRED
at	_	_
the	_	_
photo	_	_
galleries	_	_
for	_	_
an	_	_
inside	_	_
look	_	PRED
at	_	_
the	_	_
decor	_	_
of	_	_
the	_	_
restaurants	_	_
and	_	_
I	_	_
have	PRED	PRED
narrowed	PRED	PRED
it	_	_
down	_	_
to	_	_
three	_	_
establishments	_	_
.	_	_
I	_	_
have	PRED	PRED
never	_	_
been	PRED	PRED
to	_	_
any	_	_
of	_	_
these	_	_
places	_	_
so	_	_
any	_	_
suggestions	_	PRED
and	_	_
or	_	_
advice	_	_
would	_	_
be	PRED	PRED
most	_	_
welcome	_	PRED
.	_	_
It	_	_
's	PRED	PRED
narrowed	PRED	PRED
down	_	_
to	_	_
Butcher	_	_
and	_	_
Singer	_	_
,	_	_
Davio	_	_
's	_	_
,	_	_
and	_	_
Del	_	_
Frisco	_	_
s	_	_
.	_	_
Thanks	_	PRED
in	_	_
advance	_	PRED
for	_	_
the	_	_
advice	_	_
.	_	_
Sidenote	_	_
...	_	_
I	_	_
am	PRED	PRED
familiar	_	PRED
with	_	_
the	_	_
Capital	_	_
Grille	_	_
,	_	_
Barclay	_	_
Prime	_	_
,	_	_
The	_	_
Palm	_	_
,	_	_
The	_	_
Prime	_	_
Rib	_	_
,	_	_
Morton	_	_
s	_	_
,	_	_
Ruth	_	_
Chris	_	_
'	_	_
,	_	_
etc	_	_
.	_	_
I	_	_
have	PRED	PRED
weighed	PRED	PRED
those	_	_
options	_	_
and	_	_
found	PRED	PRED
the	_	_
three	_	_
that	_	_
I	_	_
have	PRED	PRED
chosen	PRED	PRED
to	_	_
be	PRED	PRED
more	_	_
my	_	_
wife	_	_
and	_	_
my	_	_
own	_	_
taste	_	PRED
.	_	_
Please	_	_
only	_	_
reviews	_	PRED
on	_	_
the	_	_
three	_	_
I	_	_
mentioned	PRED	PRED
earlier	_	_
.	_	_
Many	_	_
thanks	_	PRED
.	_	_
I	_	_
am	PRED	PRED
only	_	_
familiar	_	PRED
with	_	_
Morton	_	_
's	_	_
and	_	_
Ruth	_	_
Chris	_	_
.	_	_
I	_	_
have	PRED	PRED
never	_	_
eaten	PRED	PRED
at	_	_
the	_	_
ones	_	_
you	_	_
have	PRED	PRED
listed	PRED	PRED
nor	_	_
do	PRED	PRED
I	_	_
know	PRED	PRED
of	_	_
anyone	_	_
who	_	_
has	PRED	PRED
.	_	_
I	_	_
hope	PRED	PRED
you	_	_
get	PRED	PRED
your	_	_
answer	_	PRED
.	_	_
Anyway	_	_
,	_	_
have	PRED	PRED
a	_	_
lovely	_	_
first	_	_
anniversary	_	PRED
!	_	_
HAMSTERS	_	_
-	_	_
will	_	_
a	_	_
hamster	_	_
be	PRED	PRED
ok	_	_
living	_	PRED
in	_	_
the	_	_
bathroom	_	_
?	_	_
or	_	_
would	_	_
the	_	_
steam	_	_
from	_	_
the	_	_
shower	_	PRED
be	PRED	PRED
a	_	_
problem	_	_
?	_	_
thanks	_	PRED
d	_	_
If	_	_
space	_	_
is	PRED	PRED
minimal	_	PRED
,	_	_
or	_	_
you	_	_
are	PRED	PRED
keeping	_	PRED
him	_	_
in	_	_
there	_	_
to	_	_
be	PRED	PRED
kept	PRED	PRED
away	_	_
from	_	_
other	_	_
pets	_	_
,	_	_
then	_	_
I	_	_
can	_	_
understand	PRED	PRED
why	_	_
you	_	_
would	_	_
choose	PRED	PRED
to	_	_
keep	PRED	PRED
him	_	_
there	_	_
.	_	_
There	_	_
are	PRED	PRED
some	_	_
things	_	_
to	_	_
consider	PRED	PRED
though	_	_
...	_	_
Rodents	_	_
require	PRED	PRED
